PERCENT_PUB_DATA,COUPLING_BETWEEN_OBJECTS,DEPTH,LACK_OF_COHESION_OF_METHODS,NUM_OF_CHILDREN,DEP_ON_CHILD,FAN_IN,RESPONSE_FOR_CLASS,WEIGHTED_METHODS_PER_CLASS,minLOC_EXECUTABLE,minHALSTEAD_CONTENT,minHALSTEAD_DIFFICULTY,minHALSTEAD_EFFORT,minHALSTEAD_ERROR_EST,minHALSTEAD_LENGTH,minHALSTEAD_LEVEL,minHALSTEAD_PROG_TIME,minHALSTEAD_VOLUME,minNUM_OPERANDS,minNUM_OPERATORS,minNUM_UNIQUE_OPERANDS,minNUM_UNIQUE_OPERATORS,minLOC_TOTAL,maxLOC_BLANK,maxBRANCH_COUNT,maxLOC_CODE_AND_COMMENT,maxLOC_COMMENTS,maxCYCLOMATIC_COMPLEXITY,maxDESIGN_COMPLEXITY,maxESSENTIAL_COMPLEXITY,maxLOC_EXECUTABLE,maxHALSTEAD_CONTENT,maxHALSTEAD_DIFFICULTY,maxHALSTEAD_EFFORT,maxHALSTEAD_ERROR_EST,maxHALSTEAD_LENGTH,maxHALSTEAD_LEVEL,maxHALSTEAD_PROG_TIME,maxHALSTEAD_VOLUME,maxNUM_OPERANDS,maxNUM_OPERATORS,maxNUM_UNIQUE_OPERANDS,maxNUM_UNIQUE_OPERATORS,maxLOC_TOTAL,avgLOC_BLANK,avgBRANCH_COUNT,avgLOC_CODE_AND_COMMENT,avgLOC_COMMENTS,avgCYCLOMATIC_COMPLEXITY,avgDESIGN_COMPLEXITY,avgESSENTIAL_COMPLEXITY,avgLOC_EXECUTABLE,avgHALSTEAD_CONTENT,avgHALSTEAD_DIFFICULTY,avgHALSTEAD_EFFORT,avgHALSTEAD_ERROR_EST,avgHALSTEAD_LENGTH,avgHALSTEAD_LEVEL,avgHALSTEAD_PROG_TIME,avgHALSTEAD_VOLUME,avgNUM_OPERANDS,avgNUM_OPERATORS,avgNUM_UNIQUE_OPERANDS,avgNUM_UNIQUE_OPERATORS,avgLOC_TOTAL,sumLOC_BLANK,sumBRANCH_COUNT,sumLOC_CODE_AND_COMMENT,sumLOC_COMMENTS,sumCYCLOMATIC_COMPLEXITY,sumDESIGN_COMPLEXITY,sumESSENTIAL_COMPLEXITY,sumLOC_EXECUTABLE,sumHALSTEAD_CONTENT,sumHALSTEAD_DIFFICULTY,sumHALSTEAD_EFFORT,sumHALSTEAD_ERROR_EST,sumHALSTEAD_LENGTH,sumHALSTEAD_LEVEL,sumHALSTEAD_PROG_TIME,sumHALSTEAD_VOLUME,sumNUM_OPERANDS,sumNUM_OPERATORS,sumNUM_UNIQUE_OPERANDS,sumNUM_UNIQUE_OPERATORS,sumLOC_TOTAL,class
0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.666667,1.776667,0.5,4.0,0.0,2.0,0.223333,0.223333,2.666667,0.333333,1.666667,0.333333,1.666667,3.666667,0.0,3.0,0.0,0.0,3.0,3.0,3.0,5.0,5.33,1.5,12.0,0.0,6.0,0.67,0.67,8.0,1.0,5.0,1.0,5.0,11.0,1
0.0,4.0,1.0,90.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,67.0,11.0,6.0,34.0,29.0,26.0,251.0,193.06,41.02,324803.51,2.64,1106.0,0.67,18044.64,7918.82,428.0,678.0,120.0,24.0,283.0,2.157895,9.210526,1.0,0.578947,5.105263,4.684211,3.105263,32.578947,32.496842,11.804211,25755.48,0.266316,128.842105,0.105263,1430.86,801.005789,50.473684,78.368421,19.052632,10.526316,38.473684,41.0,175.0,19.0,11.0,97.0,89.0,59.0,619.0,617.44,224.28,489354.19,5.06,2448.0,2.0,27186.34,15219.11,959.0,1489.0,362.0,200.0,731.0,0
0.0,3.0,2.0,90.0,0.0,0.0,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,53.0,0.0,6.0,27.0,18.0,22.0,113.0,60.0,46.67,130658.97,0.93,438.0,2.0,7258.83,2799.84,168.0,270.0,54.0,30.0,150.0,3.0,7.5,0.0,0.75,4.25,3.125,3.625,15.0,13.00375,6.45875,16338.95,0.11625,57.875,0.50375,907.72,356.12625,22.625,35.25,8.25,5.25,21.5,24.0,60.0,0.0,6.0,34.0,25.0,29.0,120.0,104.03,51.67,130711.59,0.93,463.0,4.03,7261.76,2849.01,181.0,282.0,66.0,42.0,172.0,0
0.0,5.0,2.0,0.0,0.0,0.0,1.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,20.0,15.0,0.0,3.0,8.0,8.0,1.0,64.0,66.4,18.15,19426.48,0.36,186.0,0.07,1079.25,1070.41,79.0,107.0,37.0,17.0,91.0,5.6,6.2,0.0,0.8,3.6,3.6,1.0,24.8,25.076,6.392,6418.894,0.134,71.2,0.026,356.606,397.51,29.4,41.8,13.8,6.6,34.8,28.0,31.0,0.0,4.0,18.0,18.0,5.0,124.0,125.38,31.96,32094.47,0.67,356.0,0.13,1783.03,1987.55,147.0,209.0,69.0,33.0,174.0,1
100.0,5.0,1.0,100.0,1.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,5.0,0.0,1.0,3.0,3.0,1.0,30.0,36.87,9.88,3600.62,0.12,75.0,0.19,200.03,364.35,28.0,47.0,17.0,12.0,36.0,1.5,2.75,0.0,0.125,1.875,1.875,1.0,12.125,15.67375,4.69875,1160.975,0.04375,29.875,0.09,64.4975,133.5075,10.5,19.375,6.75,7.125,16.875,12.0,22.0,0.0,1.0,15.0,15.0,8.0,97.0,125.39,37.59,9287.8,0.35,239.0,0.72,515.98,1068.06,84.0,155.0,54.0,57.0,135.0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,11.63,2.0,46.53,0.01,9.0,0.08,2.58,23.26,4.0,5.0,3.0,3.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,9.0,18.26,12.25,1966.61,0.06,40.0,0.5,109.26,183.4,17.0,23.0,11.0,14.0,13.0,0.333333,2.333333,0.0,0.0,1.666667,1.0,1.0,6.333333,14.333333,8.1,1285.153,0.04,28.333333,0.226667,71.39667,122.4,11.666667,16.666667,7.333333,10.0,9.0,1.0,7.0,0.0,0.0,5.0,3.0,3.0,19.0,43.0,24.3,3855.46,0.12,85.0,0.68,214.19,367.2,35.0,50.0,22.0,30.0,27.0,1
0.0,3.0,2.0,100.0,0.0,0.0,1.0,38.0,11.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.0,5.0,0.67,0.97,11.61,2.0,3.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.258,1.5,16.328,0.0,4.8,0.67,0.91,10.888,1.8,3.0,1.8,3.0,2.4,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,36.29,7.5,81.64,0.0,24.0,3.35,4.55,54.44,9.0,15.0,9.0,15.0,12.0,1
0.0,0.0,1.0,50.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,10.0,14.51,7.0,711.05,0.03,26.0,0.14,39.5,101.58,7.0,19.0,5.0,10.0,18.0,1.0,2.5,1.5,0.5,2.0,1.5,1.0,5.5,7.255,3.5,355.525,0.015,13.5,0.07,19.75,50.79,3.5,10.0,2.5,5.5,10.5,2.0,5.0,3.0,1.0,4.0,3.0,2.0,11.0,14.51,7.0,711.05,0.03,27.0,0.14,39.5,101.58,7.0,20.0,5.0,11.0,21.0,1
50.0,1.0,2.0,100.0,0.0,0.0,1.0,30.0,20.0,0.0,6.2,1.5,17.41,0.0,5.0,0.4,0.97,11.61,1.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,2.5,38.77,0.01,6.0,0.67,2.15,15.51,2.0,5.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.226667,1.833333,24.53,0.003333,5.333333,0.58,1.363333,12.91,1.666667,3.666667,1.666667,3.666667,2.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,21.68,5.5,73.59,0.01,16.0,1.74,4.09,38.73,5.0,11.0,5.0,11.0,6.0,1
50.0,16.0,2.0,81.0,0.0,0.0,1.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,12.0,39.0,6.0,20.0,20.0,12.0,7.0,91.0,93.92,22.95,49471.62,0.72,340.0,0.67,2748.42,2155.55,140.0,200.0,61.0,20.0,131.0,2.8,7.6,0.75,2.55,4.45,2.8,1.65,21.2,29.3475,8.3645,7435.989,0.1395,75.1,0.21,413.11,418.08,31.15,43.95,15.1,9.35,29.3,56.0,152.0,15.0,51.0,89.0,56.0,33.0,424.0,586.95,167.29,148719.77,2.79,1502.0,4.2,8262.2,8361.6,623.0,879.0,302.0,187.0,586.0,0
100.0,3.0,1.0,67.0,0.0,0.0,0.0,17.0,17.0,0.0,5.33,1.5,12.0,0.0,4.0,0.09,0.67,8.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,1.0,9.0,54.91,11.0,1743.03,0.05,38.0,0.67,96.83,158.46,16.0,24.0,13.0,11.0,15.0,0.266667,1.8,0.4,0.133333,1.4,1.266667,1.0,4.333333,18.598,3.814667,414.6633,0.022,19.266667,0.424,23.03667,71.73,7.866667,11.4,5.266667,5.133333,6.733333,4.0,27.0,6.0,2.0,21.0,19.0,15.0,65.0,278.97,57.22,6219.95,0.33,289.0,6.36,345.55,1075.95,118.0,171.0,79.0,77.0,101.0,1
0.0,9.0,2.0,97.0,0.0,0.0,1.0,38.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,7.0,0.0,5.0,4.0,4.0,1.0,36.0,38.05,12.5,5945.41,0.16,92.0,0.67,330.3,475.63,35.0,57.0,21.0,15.0,54.0,0.909091,2.181818,0.0,0.454545,1.636364,1.454545,1.0,6.818182,12.302727,3.676364,836.3691,0.027273,19.909091,0.354545,46.46636,87.529091,7.909091,12.0,5.272727,5.363636,10.545455,10.0,24.0,0.0,5.0,18.0,16.0,11.0,75.0,135.33,40.44,9200.06,0.3,219.0,3.9,511.13,962.82,87.0,132.0,58.0,59.0,116.0,0
0.0,3.0,1.0,38.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,15.2,6.0,380.0,0.03,19.0,0.24,21.11,76.0,6.0,13.0,6.0,10.0,9.0,0.142857,2.714286,0.0,0.0,1.857143,1.857143,1.0,4.285714,10.735714,4.314286,264.3886,0.02,14.142857,0.172857,14.68857,53.077143,4.714286,9.428571,4.142857,7.285714,6.285714,1.0,19.0,0.0,0.0,13.0,13.0,7.0,30.0,75.15,30.2,1850.72,0.14,99.0,1.21,102.82,371.54,33.0,66.0,29.0,51.0,44.0,1
0.0,10.0,1.0,82.0,0.0,0.0,0.0,10.0,10.0,0.0,4.75,1.0,4.75,0.0,3.0,0.06,0.26,4.75,1.0,2.0,1.0,2.0,1.0,7.0,9.0,0.0,10.0,5.0,2.0,1.0,39.0,51.09,16.0,13079.79,0.27,148.0,1.0,726.66,817.49,60.0,88.0,30.0,16.0,61.0,1.0,2.333333,0.0,1.111111,1.666667,1.222222,1.0,6.333333,12.891111,3.925556,1520.952,0.035556,23.0,0.522222,84.49778,109.581111,8.888889,14.111111,5.222222,5.444444,10.777778,9.0,21.0,0.0,10.0,15.0,11.0,9.0,57.0,116.02,35.33,13688.57,0.32,207.0,4.7,760.48,986.23,80.0,127.0,47.0,49.0,97.0,0
0.0,11.0,3.0,0.0,0.0,0.0,1.0,41.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,29.0,0.0,1.0,15.0,14.0,9.0,78.0,79.66,23.54,34054.0,0.48,255.0,2.0,1891.89,1446.47,103.0,152.0,35.0,16.0,88.0,1.142857,9.857143,0.0,0.428571,5.428571,3.428571,3.285714,21.285714,37.167143,8.038571,7422.62,0.15,84.571429,0.428571,412.3686,451.634286,31.0,53.571429,15.142857,8.428571,27.285714,8.0,69.0,0.0,3.0,38.0,24.0,23.0,149.0,260.17,56.27,51958.34,1.05,592.0,3.0,2886.58,3161.44,217.0,375.0,106.0,59.0,191.0,1
0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,2.2,0.0,0.0,1.6,1.6,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,12.8,0.0,11.0,0.0,0.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,0
0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,9.8,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,49.0,1
0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,13.0,47.55,6.5,2008.94,0.1,65.0,0.15,111.61,309.07,26.0,39.0,18.0,9.0,45.0,0.4,1.0,0.0,0.2,1.0,1.0,1.0,2.6,9.51,1.3,401.788,0.02,13.2,0.03,22.322,61.814,5.2,8.0,3.6,2.0,23.0,2.0,5.0,0.0,1.0,5.0,5.0,5.0,13.0,47.55,6.5,2008.94,0.1,66.0,0.15,111.61,309.07,26.0,40.0,18.0,10.0,115.0,0
0.0,14.0,4.0,73.0,0.0,0.0,2.0,92.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,12.0,37.0,3.0,12.0,19.0,19.0,15.0,96.0,70.4,26.59,49778.18,0.62,312.0,1.0,2765.45,1872.0,117.0,195.0,44.0,21.0,116.0,2.913044,10.652174,0.217391,2.173913,5.826087,5.217391,3.26087,30.304348,33.491304,12.424348,9427.804,0.173913,98.695652,0.161739,523.767,523.71087,37.043478,61.652174,17.73913,12.391304,39.043478,67.0,245.0,5.0,50.0,134.0,120.0,75.0,697.0,770.3,285.76,216839.49,4.0,2270.0,3.72,12046.64,12045.35,852.0,1418.0,408.0,285.0,898.0,0
0.0,12.0,2.0,89.0,0.0,0.0,1.0,55.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,5.0,0.0,1.0,3.0,3.0,1.0,28.0,124.45,9.64,4983.78,0.26,147.0,1.0,276.88,787.56,45.0,102.0,32.0,9.0,31.0,0.476191,1.571429,0.0,0.142857,1.285714,1.238095,1.0,4.809524,18.555714,2.837619,572.7457,0.029524,21.52381,0.523333,31.82095,95.709524,7.428571,14.095238,5.238095,4.333333,7.761905,10.0,33.0,0.0,3.0,27.0,26.0,21.0,101.0,389.67,59.59,12027.66,0.62,452.0,10.99,668.24,2009.9,156.0,296.0,110.0,91.0,163.0,1
0.0,0.0,1.0,100.0,1.0,0.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,22.33,3.5,273.48,0.03,20.0,0.67,15.19,78.14,8.0,12.0,8.0,7.0,5.0,0.0,1.1,0.0,0.0,1.05,1.0,1.0,0.2,13.4625,2.5,114.1325,0.0115,11.2,0.3925,6.3415,38.244,4.4,6.8,4.4,5.05,2.25,0.0,22.0,0.0,0.0,21.0,20.0,20.0,4.0,269.25,50.0,2282.65,0.23,224.0,7.85,126.83,764.88,88.0,136.0,88.0,101.0,45.0,1
0.0,13.0,2.0,75.0,0.0,0.0,1.0,36.0,8.0,0.0,5.33,1.0,8.0,0.0,4.0,0.07,0.44,8.0,1.0,2.0,1.0,2.0,3.0,12.0,19.0,0.0,4.0,10.0,10.0,3.0,76.0,100.98,14.77,22027.25,0.5,245.0,1.0,1223.74,1491.43,96.0,149.0,52.0,16.0,93.0,2.0,3.75,0.0,0.875,2.375,2.375,1.25,14.125,23.4575,4.6575,3123.418,0.07875,44.125,0.50125,173.5238,238.455,17.125,27.0,10.25,6.375,19.625,16.0,30.0,0.0,7.0,19.0,19.0,10.0,113.0,187.66,37.26,24987.34,0.63,353.0,4.01,1388.19,1907.64,137.0,216.0,82.0,51.0,157.0,0
0.0,10.0,1.0,96.0,0.0,0.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,58.0,53.0,0.0,5.0,27.0,18.0,21.0,137.0,104.99,53.75,176429.01,1.16,532.0,0.67,9801.61,3493.67,215.0,330.0,74.0,31.0,153.0,5.204082,10.673469,0.0,0.316327,5.836735,4.173469,3.520408,21.581633,29.235306,16.227347,20141.5,0.21449,114.0,0.157653,1118.972,645.315918,45.295918,68.704082,18.571429,14.112245,29.418367,510.0,1046.0,0.0,31.0,572.0,409.0,345.0,2115.0,2865.06,1590.28,1973866.93,21.02,11172.0,15.45,109659.3,63240.96,4439.0,6733.0,1820.0,1383.0,2883.0,0
67.0,14.0,3.0,96.0,0.0,0.0,1.0,48.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,35.0,53.0,3.0,44.0,27.0,25.0,8.0,198.0,107.5,27.42,80852.59,0.98,481.0,1.6,4491.81,2948.19,171.0,310.0,53.0,17.0,286.0,4.571429,9.571429,0.214286,3.857143,5.285714,4.642857,1.928571,31.5,33.986429,7.669286,11325.12,0.175,93.642857,0.4,629.1736,528.842857,34.714286,58.928571,14.785714,7.785714,43.785714,64.0,134.0,3.0,54.0,74.0,65.0,27.0,441.0,475.81,107.37,158551.66,2.45,1311.0,5.6,8808.43,7403.8,486.0,825.0,207.0,109.0,613.0,1
0.0,10.0,2.0,46.0,0.0,0.0,1.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,3.0,0.0,0.0,2.0,2.0,1.0,15.0,45.4,8.16,2726.93,0.12,74.0,2.0,151.5,351.86,31.0,43.0,18.0,9.0,27.0,1.4,2.466667,0.0,0.0,1.733333,1.733333,1.0,8.666667,20.344,5.353333,1008.942,0.046,32.066667,0.35,56.05133,138.944667,13.333333,18.733333,8.133333,6.666667,15.333333,21.0,37.0,0.0,0.0,26.0,26.0,15.0,130.0,305.16,80.3,15134.13,0.69,481.0,5.25,840.77,2084.17,200.0,281.0,122.0,100.0,230.0,1
0.0,5.0,1.0,100.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.0,4.0,1.0,0.67,8.0,1.0,3.0,1.0,3.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.235294,0.592941,0.147059,0.985294,0.0,0.411765,0.098235,0.054706,0.75,0.117647,0.294118,0.117647,0.294118,8.647059,0.0,17.0,0.0,0.0,17.0,17.0,17.0,4.0,10.08,2.5,16.75,0.0,7.0,1.67,0.93,12.75,2.0,5.0,2.0,5.0,147.0,1
0.0,5.0,1.0,78.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,3.0,3.0,1.0,2.0,5.33,1.5,12.0,0.0,4.0,2.0,0.67,8.0,1.0,3.0,1.0,3.0,45.0,0.0,1.571429,0.0,0.0,1.285714,1.285714,1.0,0.214286,1.005714,0.214286,1.267857,0.0,0.714286,0.262143,0.070714,1.053571,0.214286,0.5,0.214286,0.5,24.5,0.0,22.0,0.0,0.0,18.0,18.0,14.0,3.0,14.08,3.0,17.75,0.0,10.0,3.67,0.99,14.75,3.0,7.0,3.0,7.0,343.0,1
0.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,0.0,2.5,0.0,0.0,1.75,1.75,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.125,16.0,0.0,20.0,0.0,0.0,14.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,128.0,1
0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.2,2.5,38.77,0.01,6.0,0.4,2.15,15.51,1.0,5.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,3.1,1.25,19.385,0.005,3.5,0.2,1.075,7.755,1.0,2.5,1.0,2.5,2.5,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,6.2,2.5,38.77,0.01,7.0,0.4,2.15,15.51,2.0,5.0,2.0,5.0,5.0,1
30.0,14.0,4.0,87.0,5.0,0.0,1.0,61.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,16.0,49.0,8.0,9.0,25.0,25.0,19.0,116.0,84.67,30.36,73847.58,0.81,401.0,1.0,4102.64,2432.5,133.0,268.0,46.0,21.0,149.0,3.590909,9.909091,0.545455,1.181818,5.454545,5.181818,3.363636,27.181818,29.329546,10.169091,8912.434,0.146818,83.409091,0.188636,495.135,442.703182,28.681818,54.727273,13.181818,10.136364,35.045455,79.0,218.0,12.0,26.0,120.0,114.0,74.0,598.0,645.25,223.72,196073.55,3.23,1835.0,4.15,10892.97,9739.47,631.0,1204.0,290.0,223.0,771.0,1
0.0,14.0,5.0,96.0,0.0,0.0,1.0,54.0,8.0,2.0,7.75,2.0,31.02,0.01,6.0,0.06,1.72,15.51,2.0,4.0,2.0,4.0,4.0,8.0,27.0,0.0,1.0,14.0,14.0,8.0,69.0,57.94,18.07,18928.42,0.35,193.0,0.5,1051.58,1047.27,61.0,132.0,27.0,16.0,76.0,2.875,11.0,0.0,0.125,6.0,6.0,1.875,32.375,34.03625,10.0525,6338.664,0.1475,86.625,0.1775,352.1463,439.75125,28.375,58.25,14.75,11.0,37.75,23.0,88.0,0.0,1.0,48.0,48.0,15.0,259.0,272.29,80.42,50709.31,1.18,693.0,1.42,2817.17,3518.01,227.0,466.0,118.0,88.0,302.0,1
0.0,18.0,5.0,83.0,0.0,0.0,1.0,58.0,10.0,0.0,4.75,1.0,4.75,0.0,3.0,0.03,0.26,4.75,1.0,2.0,1.0,2.0,2.0,8.0,41.0,1.0,5.0,21.0,21.0,13.0,107.0,65.48,35.32,81676.45,0.77,384.0,1.0,4537.58,2312.59,148.0,236.0,44.0,21.0,123.0,2.1,7.9,0.4,1.5,4.5,4.5,2.4,27.5,26.877,10.133,11956.85,0.159,87.5,0.308,664.269,477.229,31.8,55.7,13.3,9.6,33.8,21.0,79.0,4.0,15.0,45.0,45.0,24.0,275.0,268.77,101.33,119568.55,1.59,875.0,3.08,6642.69,4772.29,318.0,557.0,133.0,96.0,338.0,1
0.0,14.0,5.0,91.0,0.0,0.0,1.0,54.0,8.0,2.0,13.21,2.0,72.0,0.01,10.0,0.05,4.0,31.7,4.0,4.0,4.0,4.0,10.0,5.0,25.0,2.0,8.0,13.0,13.0,8.0,68.0,54.82,19.52,20885.76,0.36,196.0,0.5,1160.32,1070.05,62.0,134.0,27.0,17.0,77.0,2.0,10.0,0.375,3.0,5.5,5.5,1.875,30.125,33.0825,10.1325,6452.371,0.14,82.5,0.1825,358.4663,419.97875,27.375,55.125,14.75,11.375,38.125,16.0,80.0,3.0,24.0,44.0,44.0,15.0,241.0,264.66,81.06,51618.97,1.12,660.0,1.46,2867.73,3359.83,219.0,441.0,118.0,91.0,305.0,0
0.0,17.0,5.0,93.0,0.0,0.0,1.0,54.0,6.0,4.0,13.21,2.4,76.08,0.01,10.0,0.05,4.23,31.7,6.0,4.0,5.0,4.0,7.0,7.0,33.0,1.0,2.0,17.0,17.0,10.0,79.0,56.75,19.38,21323.71,0.37,204.0,0.42,1184.65,1100.03,63.0,141.0,26.0,18.0,91.0,2.666667,13.0,0.333333,1.0,7.0,7.0,3.333333,35.666667,34.563333,11.111667,8033.59,0.165,95.333333,0.153333,446.3117,491.1,30.666667,64.666667,15.333333,11.5,42.333333,16.0,78.0,2.0,6.0,42.0,42.0,20.0,214.0,207.38,66.67,48201.54,0.99,572.0,0.92,2677.87,2946.6,184.0,388.0,92.0,69.0,254.0,1
0.0,17.0,5.0,93.0,0.0,0.0,1.0,54.0,6.0,4.0,13.21,2.4,76.08,0.01,10.0,0.06,4.23,31.7,6.0,4.0,5.0,4.0,7.0,6.0,21.0,1.0,2.0,11.0,11.0,8.0,52.0,43.32,18.0,13794.44,0.26,144.0,0.42,766.36,766.36,44.0,100.0,22.0,18.0,63.0,2.5,9.666667,0.166667,0.833333,5.333333,5.333333,3.0,28.666667,30.103333,10.48,5801.14,0.13,77.166667,0.155,322.2867,388.661667,25.5,51.666667,14.0,11.666667,34.833333,15.0,58.0,1.0,5.0,32.0,32.0,18.0,172.0,180.62,62.88,34806.84,0.78,463.0,0.93,1933.72,2331.97,153.0,310.0,84.0,70.0,209.0,1
