V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,class
31.0,blue-collar,married,secondary,no,1243.0,yes,no,unknown,21.0,may,32.0,1.0,-1.0,0.0,unknown,1
32.0,admin.,married,tertiary,no,0.0,yes,no,unknown,5.0,may,138.0,1.0,-1.0,0.0,unknown,1
36.0,blue-collar,married,secondary,no,2357.0,yes,no,unknown,17.0,jun,228.0,2.0,-1.0,0.0,unknown,1
56.0,retired,married,secondary,no,1044.0,no,no,telephone,3.0,jul,353.0,2.0,-1.0,0.0,unknown,0
46.0,admin.,married,secondary,no,1069.0,yes,no,unknown,8.0,may,45.0,2.0,-1.0,0.0,unknown,1
41.0,housemaid,single,secondary,no,231.0,no,no,cellular,9.0,jul,76.0,2.0,-1.0,0.0,unknown,1
31.0,admin.,married,secondary,no,0.0,yes,yes,unknown,6.0,may,144.0,2.0,-1.0,0.0,unknown,1
32.0,technician,married,secondary,no,266.0,yes,no,cellular,19.0,aug,168.0,2.0,-1.0,0.0,unknown,1
38.0,management,married,tertiary,no,-70.0,yes,no,cellular,30.0,jan,140.0,1.0,2.0,3.0,other,1
49.0,retired,single,primary,no,25824.0,no,no,unknown,17.0,jun,94.0,1.0,-1.0,0.0,unknown,1
46.0,management,single,primary,no,538.0,no,no,unknown,17.0,jun,118.0,3.0,-1.0,0.0,unknown,1
29.0,technician,single,secondary,no,534.0,yes,no,cellular,18.0,may,382.0,1.0,-1.0,0.0,unknown,1
36.0,admin.,married,unknown,no,2323.0,no,no,cellular,19.0,nov,111.0,1.0,-1.0,0.0,unknown,1
38.0,admin.,married,secondary,no,1852.0,yes,no,cellular,15.0,may,298.0,2.0,-1.0,0.0,unknown,1
53.0,technician,married,secondary,no,2647.0,yes,no,unknown,30.0,may,121.0,1.0,-1.0,0.0,unknown,1
43.0,management,married,tertiary,no,2767.0,yes,no,unknown,15.0,may,317.0,7.0,-1.0,0.0,unknown,1
41.0,management,married,tertiary,no,176.0,yes,yes,unknown,5.0,may,42.0,1.0,-1.0,0.0,unknown,1
42.0,management,single,secondary,no,9720.0,no,no,cellular,5.0,aug,81.0,2.0,-1.0,0.0,unknown,1
55.0,blue-collar,divorced,secondary,no,1613.0,yes,no,cellular,3.0,apr,296.0,1.0,270.0,3.0,failure,0
39.0,admin.,divorced,secondary,no,2903.0,yes,yes,telephone,25.0,jul,259.0,2.0,-1.0,0.0,unknown,1
30.0,admin.,single,secondary,no,81.0,yes,no,cellular,6.0,aug,121.0,6.0,112.0,3.0,other,1
41.0,blue-collar,married,secondary,no,780.0,yes,no,cellular,15.0,may,432.0,3.0,-1.0,0.0,unknown,1
44.0,unemployed,married,tertiary,no,178.0,no,no,cellular,8.0,aug,126.0,2.0,-1.0,0.0,unknown,1
58.0,management,married,tertiary,no,299.0,no,no,cellular,16.0,jul,120.0,4.0,-1.0,0.0,unknown,1
35.0,retired,married,primary,no,285.0,yes,no,cellular,29.0,jan,136.0,1.0,-1.0,0.0,unknown,1
27.0,blue-collar,married,secondary,no,872.0,yes,no,cellular,17.0,apr,1130.0,3.0,-1.0,0.0,unknown,1
34.0,services,married,secondary,no,1337.0,no,no,cellular,17.0,dec,330.0,2.0,127.0,3.0,success,0
25.0,services,married,secondary,no,72.0,yes,no,cellular,23.0,jul,305.0,2.0,-1.0,0.0,unknown,1
36.0,blue-collar,married,secondary,no,0.0,no,no,unknown,20.0,jun,332.0,3.0,-1.0,0.0,unknown,1
38.0,blue-collar,married,secondary,no,-388.0,yes,no,unknown,9.0,may,412.0,1.0,-1.0,0.0,unknown,1
30.0,admin.,married,secondary,no,11.0,yes,no,cellular,11.0,may,157.0,1.0,-1.0,0.0,unknown,1
47.0,blue-collar,divorced,secondary,yes,-535.0,yes,no,cellular,30.0,jul,71.0,2.0,-1.0,0.0,unknown,1
41.0,services,divorced,secondary,no,787.0,yes,no,cellular,8.0,may,297.0,2.0,-1.0,0.0,unknown,1
36.0,management,single,tertiary,no,3343.0,no,no,cellular,18.0,nov,307.0,1.0,-1.0,0.0,unknown,1
63.0,entrepreneur,married,secondary,no,3904.0,no,no,telephone,4.0,aug,250.0,2.0,187.0,2.0,success,0
23.0,management,single,tertiary,no,736.0,yes,no,cellular,30.0,apr,119.0,1.0,-1.0,0.0,unknown,1
32.0,management,married,tertiary,no,1390.0,no,no,cellular,7.0,aug,116.0,2.0,-1.0,0.0,unknown,1
57.0,retired,married,primary,no,808.0,no,no,telephone,7.0,jul,274.0,1.0,-1.0,0.0,unknown,1
48.0,management,married,tertiary,no,1147.0,no,no,cellular,5.0,aug,389.0,1.0,64.0,2.0,success,0
49.0,services,married,secondary,no,1122.0,no,no,cellular,4.0,aug,143.0,1.0,-1.0,0.0,unknown,1
50.0,technician,married,secondary,no,-568.0,yes,yes,unknown,28.0,may,860.0,2.0,-1.0,0.0,unknown,1
33.0,blue-collar,married,primary,no,1165.0,yes,no,unknown,21.0,may,420.0,2.0,-1.0,0.0,unknown,1
53.0,services,divorced,secondary,no,-905.0,yes,no,unknown,28.0,may,213.0,1.0,-1.0,0.0,unknown,1
30.0,unemployed,married,tertiary,no,0.0,yes,no,cellular,18.0,nov,756.0,1.0,-1.0,0.0,unknown,1
38.0,technician,married,secondary,no,740.0,no,no,cellular,7.0,aug,259.0,3.0,-1.0,0.0,unknown,1
44.0,management,married,secondary,no,8262.0,yes,no,cellular,23.0,jul,201.0,16.0,-1.0,0.0,unknown,1
39.0,admin.,single,secondary,no,14.0,yes,yes,unknown,13.0,may,19.0,9.0,-1.0,0.0,unknown,1
45.0,technician,single,unknown,no,7108.0,yes,yes,cellular,18.0,nov,53.0,1.0,172.0,3.0,failure,1
36.0,blue-collar,married,secondary,no,1049.0,yes,no,cellular,14.0,may,224.0,4.0,-1.0,0.0,unknown,0
38.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,13.0,may,57.0,5.0,349.0,1.0,other,1
36.0,housemaid,married,secondary,no,419.0,yes,no,unknown,30.0,may,251.0,1.0,-1.0,0.0,unknown,1
30.0,management,single,tertiary,no,726.0,yes,no,cellular,16.0,apr,39.0,1.0,342.0,3.0,failure,1
28.0,technician,divorced,tertiary,no,594.0,yes,yes,unknown,18.0,jun,54.0,3.0,-1.0,0.0,unknown,1
26.0,unemployed,married,tertiary,no,454.0,yes,yes,unknown,23.0,may,28.0,18.0,-1.0,0.0,unknown,1
54.0,unknown,married,secondary,no,2206.0,no,no,cellular,12.0,nov,104.0,1.0,99.0,2.0,other,0
38.0,admin.,married,tertiary,no,1988.0,no,no,cellular,27.0,mar,164.0,2.0,130.0,2.0,failure,0
32.0,technician,single,tertiary,no,0.0,no,no,cellular,7.0,aug,268.0,2.0,-1.0,0.0,unknown,1
50.0,admin.,divorced,secondary,no,202.0,no,yes,cellular,17.0,nov,148.0,1.0,-1.0,0.0,unknown,1
43.0,blue-collar,married,secondary,no,667.0,yes,no,unknown,7.0,may,228.0,3.0,-1.0,0.0,unknown,1
48.0,admin.,married,secondary,no,112.0,no,no,cellular,18.0,aug,139.0,5.0,-1.0,0.0,unknown,1
57.0,housemaid,married,primary,no,50.0,no,no,cellular,18.0,aug,89.0,3.0,-1.0,0.0,unknown,1
64.0,housemaid,married,primary,no,768.0,no,no,cellular,15.0,jul,250.0,2.0,182.0,1.0,success,1
26.0,services,divorced,secondary,no,74.0,yes,no,unknown,23.0,may,106.0,6.0,-1.0,0.0,unknown,1
33.0,blue-collar,married,secondary,no,661.0,yes,no,cellular,18.0,jul,968.0,1.0,-1.0,0.0,unknown,0
50.0,self-employed,married,secondary,no,3025.0,no,yes,cellular,6.0,aug,168.0,3.0,-1.0,0.0,unknown,1
47.0,self-employed,married,tertiary,no,751.0,no,no,cellular,24.0,jul,408.0,14.0,-1.0,0.0,unknown,1
39.0,management,single,tertiary,no,416.0,no,no,cellular,23.0,oct,56.0,4.0,-1.0,0.0,unknown,1
52.0,services,married,primary,no,14.0,no,yes,cellular,28.0,jul,55.0,5.0,-1.0,0.0,unknown,1
31.0,blue-collar,single,primary,no,-502.0,yes,no,unknown,29.0,may,76.0,4.0,-1.0,0.0,unknown,1
50.0,blue-collar,married,primary,no,0.0,no,no,cellular,11.0,aug,72.0,5.0,-1.0,0.0,unknown,1
47.0,technician,married,secondary,no,599.0,yes,no,cellular,13.0,aug,99.0,3.0,-1.0,0.0,unknown,1
30.0,management,single,tertiary,no,-218.0,yes,no,cellular,27.0,aug,13.0,15.0,-1.0,0.0,unknown,1
32.0,technician,single,tertiary,no,1012.0,no,no,cellular,14.0,apr,178.0,1.0,-1.0,0.0,unknown,1
36.0,technician,married,secondary,no,300.0,no,no,unknown,9.0,jun,287.0,1.0,-1.0,0.0,unknown,1
46.0,technician,married,tertiary,no,217.0,yes,no,cellular,14.0,may,141.0,1.0,346.0,2.0,other,1
45.0,management,divorced,tertiary,no,2096.0,no,no,cellular,21.0,nov,127.0,1.0,100.0,2.0,failure,1
37.0,technician,single,secondary,no,0.0,no,no,cellular,4.0,aug,69.0,2.0,-1.0,0.0,unknown,1
58.0,housemaid,married,primary,no,5278.0,yes,no,unknown,4.0,jun,763.0,4.0,-1.0,0.0,unknown,1
59.0,management,married,tertiary,no,1831.0,no,no,cellular,17.0,feb,122.0,1.0,92.0,1.0,failure,1
28.0,management,married,tertiary,no,1480.0,yes,no,cellular,18.0,may,143.0,1.0,-1.0,0.0,unknown,1
48.0,management,married,tertiary,no,7289.0,yes,no,cellular,2.0,feb,316.0,3.0,-1.0,0.0,unknown,1
55.0,blue-collar,married,unknown,no,1665.0,no,no,telephone,30.0,jul,89.0,2.0,-1.0,0.0,unknown,1
37.0,blue-collar,single,primary,no,851.0,yes,no,cellular,15.0,may,151.0,1.0,352.0,1.0,failure,1
41.0,management,married,tertiary,no,2885.0,no,no,cellular,19.0,nov,40.0,1.0,-1.0,0.0,unknown,1
35.0,blue-collar,married,secondary,no,137.0,no,yes,unknown,4.0,oct,5.0,1.0,808.0,12.0,failure,1
34.0,blue-collar,single,secondary,no,1239.0,yes,no,cellular,18.0,jul,90.0,1.0,-1.0,0.0,unknown,1
43.0,management,single,tertiary,no,146.0,no,no,cellular,21.0,nov,50.0,1.0,113.0,5.0,other,1
59.0,technician,married,secondary,no,1.0,no,no,cellular,15.0,apr,159.0,2.0,378.0,3.0,failure,0
50.0,blue-collar,divorced,primary,no,-10.0,no,yes,cellular,10.0,jul,369.0,6.0,-1.0,0.0,unknown,1
37.0,technician,married,secondary,no,480.0,no,no,cellular,22.0,oct,344.0,2.0,182.0,8.0,other,0
35.0,technician,married,secondary,no,2789.0,yes,no,cellular,4.0,sep,256.0,2.0,94.0,1.0,failure,1
50.0,technician,single,secondary,no,3897.0,no,no,cellular,26.0,oct,298.0,1.0,-1.0,0.0,unknown,1
36.0,technician,divorced,secondary,no,487.0,no,yes,cellular,11.0,aug,268.0,3.0,-1.0,0.0,unknown,1
41.0,admin.,married,secondary,no,5110.0,yes,no,cellular,13.0,apr,231.0,1.0,-1.0,0.0,unknown,1
28.0,management,married,tertiary,no,318.0,yes,no,unknown,27.0,may,4.0,4.0,-1.0,0.0,unknown,1
42.0,technician,single,tertiary,no,-411.0,yes,no,cellular,12.0,may,78.0,5.0,292.0,3.0,failure,1
60.0,retired,married,secondary,no,4820.0,no,no,unknown,5.0,jun,419.0,1.0,-1.0,0.0,unknown,1
28.0,management,single,tertiary,no,4937.0,yes,no,telephone,13.0,may,421.0,3.0,-1.0,0.0,unknown,1
48.0,entrepreneur,married,secondary,no,725.0,no,yes,cellular,10.0,jul,105.0,1.0,-1.0,0.0,unknown,1
51.0,entrepreneur,married,tertiary,no,5403.0,no,no,unknown,6.0,jun,42.0,1.0,-1.0,0.0,unknown,1
32.0,technician,married,tertiary,no,4089.0,no,no,cellular,26.0,may,114.0,7.0,287.0,3.0,failure,1
35.0,technician,married,tertiary,no,188.0,no,no,cellular,26.0,aug,286.0,2.0,-1.0,0.0,unknown,1
37.0,technician,married,unknown,no,189.0,no,no,cellular,1.0,oct,238.0,1.0,107.0,2.0,success,0
38.0,blue-collar,divorced,secondary,no,2998.0,yes,no,unknown,11.0,jun,91.0,1.0,-1.0,0.0,unknown,1
77.0,retired,married,secondary,no,610.0,no,no,cellular,13.0,aug,766.0,3.0,-1.0,0.0,unknown,1
32.0,management,single,unknown,no,787.0,no,no,cellular,28.0,jan,92.0,1.0,-1.0,0.0,unknown,1
43.0,technician,divorced,secondary,no,167.0,no,no,cellular,4.0,aug,211.0,3.0,-1.0,0.0,unknown,1
36.0,management,single,tertiary,no,243.0,yes,no,cellular,7.0,may,160.0,2.0,360.0,3.0,failure,1
29.0,management,married,tertiary,no,877.0,no,no,cellular,3.0,feb,166.0,3.0,-1.0,0.0,unknown,1
32.0,admin.,single,secondary,no,2817.0,yes,no,cellular,21.0,nov,195.0,1.0,-1.0,0.0,unknown,1
41.0,management,divorced,tertiary,no,4567.0,yes,yes,cellular,16.0,jul,106.0,1.0,-1.0,0.0,unknown,1
26.0,services,single,secondary,no,127.0,yes,yes,cellular,23.0,jul,85.0,3.0,-1.0,0.0,unknown,1
34.0,blue-collar,married,primary,no,176.0,no,no,cellular,24.0,jul,78.0,1.0,-1.0,0.0,unknown,1
57.0,retired,married,tertiary,no,0.0,yes,yes,unknown,28.0,may,648.0,1.0,-1.0,0.0,unknown,0
36.0,services,single,secondary,no,1482.0,yes,no,cellular,18.0,nov,177.0,2.0,174.0,1.0,other,1
42.0,blue-collar,married,secondary,no,3052.0,yes,no,unknown,27.0,may,32.0,1.0,-1.0,0.0,unknown,1
35.0,technician,divorced,secondary,no,56.0,no,no,cellular,29.0,aug,24.0,12.0,-1.0,0.0,unknown,1
52.0,entrepreneur,divorced,primary,no,278.0,yes,no,unknown,7.0,may,688.0,2.0,-1.0,0.0,unknown,1
36.0,management,single,tertiary,no,3875.0,yes,no,unknown,27.0,may,21.0,5.0,-1.0,0.0,unknown,1
46.0,technician,married,secondary,no,-337.0,yes,no,unknown,27.0,may,112.0,1.0,-1.0,0.0,unknown,1
60.0,management,divorced,tertiary,no,366.0,no,no,cellular,3.0,jun,593.0,1.0,-1.0,0.0,unknown,0
57.0,housemaid,married,primary,no,501.0,yes,yes,cellular,7.0,aug,59.0,2.0,-1.0,0.0,unknown,1
48.0,management,married,tertiary,no,998.0,yes,no,cellular,29.0,jan,121.0,3.0,-1.0,0.0,unknown,1
59.0,self-employed,married,primary,no,0.0,yes,no,telephone,28.0,jul,97.0,2.0,-1.0,0.0,unknown,1
39.0,management,married,tertiary,no,246.0,no,no,cellular,11.0,aug,86.0,2.0,-1.0,0.0,unknown,1
44.0,blue-collar,married,secondary,no,-182.0,yes,yes,cellular,14.0,may,10.0,10.0,-1.0,0.0,unknown,1
27.0,management,single,tertiary,no,446.0,no,no,cellular,23.0,jun,205.0,3.0,-1.0,0.0,unknown,1
59.0,retired,married,secondary,no,1173.0,no,no,unknown,9.0,jun,77.0,2.0,-1.0,0.0,unknown,1
36.0,technician,divorced,secondary,no,5957.0,yes,no,cellular,18.0,nov,138.0,2.0,-1.0,0.0,unknown,1
44.0,admin.,married,secondary,no,205.0,no,no,cellular,3.0,nov,289.0,1.0,-1.0,0.0,unknown,0
50.0,admin.,married,secondary,no,0.0,no,no,cellular,4.0,aug,86.0,4.0,-1.0,0.0,unknown,1
41.0,management,divorced,tertiary,no,369.0,yes,no,telephone,22.0,aug,9.0,3.0,-1.0,0.0,unknown,1
47.0,admin.,married,secondary,no,1934.0,no,yes,cellular,14.0,may,225.0,1.0,364.0,1.0,failure,1
32.0,technician,single,tertiary,no,259.0,no,no,cellular,22.0,jul,407.0,4.0,-1.0,0.0,unknown,1
38.0,blue-collar,married,secondary,no,284.0,yes,yes,unknown,3.0,jun,1030.0,6.0,-1.0,0.0,unknown,1
55.0,blue-collar,married,unknown,no,23.0,no,no,cellular,13.0,aug,123.0,2.0,-1.0,0.0,unknown,1
38.0,management,single,tertiary,no,1373.0,no,no,cellular,22.0,oct,119.0,4.0,-1.0,0.0,unknown,1
31.0,management,single,tertiary,no,62.0,yes,no,cellular,18.0,may,175.0,1.0,293.0,5.0,failure,1
38.0,blue-collar,divorced,secondary,no,157.0,no,no,unknown,9.0,jun,299.0,5.0,-1.0,0.0,unknown,1
29.0,unemployed,single,tertiary,no,991.0,no,no,cellular,5.0,feb,563.0,1.0,-1.0,0.0,unknown,1
55.0,services,married,secondary,no,186.0,yes,yes,unknown,9.0,may,241.0,1.0,-1.0,0.0,unknown,1
35.0,unemployed,married,secondary,no,977.0,yes,no,cellular,4.0,may,52.0,4.0,91.0,1.0,other,1
40.0,self-employed,single,tertiary,no,2893.0,no,no,cellular,2.0,jun,76.0,3.0,-1.0,0.0,unknown,1
34.0,blue-collar,married,secondary,no,1897.0,yes,yes,cellular,19.0,nov,441.0,1.0,-1.0,0.0,unknown,1
32.0,technician,single,tertiary,no,5514.0,no,no,cellular,22.0,apr,319.0,1.0,182.0,1.0,success,0
33.0,blue-collar,married,secondary,no,889.0,yes,no,unknown,18.0,sep,13.0,1.0,373.0,6.0,success,1
33.0,management,married,tertiary,no,273.0,yes,no,unknown,16.0,may,803.0,1.0,-1.0,0.0,unknown,0
37.0,admin.,married,secondary,no,1193.0,no,no,cellular,12.0,may,396.0,2.0,-1.0,0.0,unknown,1
58.0,management,married,tertiary,no,2729.0,no,no,unknown,18.0,jun,188.0,1.0,-1.0,0.0,unknown,1
36.0,admin.,single,secondary,no,0.0,no,no,cellular,20.0,apr,637.0,1.0,-1.0,0.0,unknown,1
42.0,blue-collar,married,secondary,no,230.0,yes,no,unknown,5.0,jun,175.0,7.0,-1.0,0.0,unknown,1
34.0,technician,single,secondary,no,2729.0,yes,no,cellular,6.0,apr,945.0,1.0,139.0,1.0,success,1
35.0,management,married,tertiary,no,317.0,yes,no,unknown,23.0,may,162.0,3.0,-1.0,0.0,unknown,1
60.0,housemaid,married,primary,no,517.0,no,no,unknown,12.0,jun,1178.0,3.0,-1.0,0.0,unknown,1
50.0,management,married,tertiary,no,-470.0,yes,no,cellular,8.0,may,506.0,2.0,170.0,3.0,failure,1
28.0,self-employed,single,tertiary,no,4579.0,no,no,cellular,12.0,jan,409.0,2.0,-1.0,0.0,unknown,0
27.0,blue-collar,divorced,secondary,no,1.0,yes,no,cellular,14.0,jul,116.0,3.0,-1.0,0.0,unknown,1
37.0,management,married,tertiary,no,5106.0,no,no,cellular,30.0,apr,244.0,1.0,-1.0,0.0,unknown,0
31.0,technician,married,tertiary,no,636.0,yes,no,cellular,4.0,may,352.0,4.0,-1.0,0.0,unknown,0
34.0,services,married,secondary,no,1076.0,no,no,cellular,12.0,may,152.0,1.0,182.0,6.0,success,0
38.0,management,married,tertiary,no,126.0,yes,no,unknown,21.0,may,164.0,2.0,-1.0,0.0,unknown,1
32.0,self-employed,married,secondary,no,-33.0,yes,no,unknown,28.0,may,234.0,3.0,-1.0,0.0,unknown,1
37.0,technician,married,secondary,no,430.0,no,no,cellular,27.0,aug,154.0,4.0,-1.0,0.0,unknown,1
33.0,admin.,married,secondary,no,-6.0,yes,no,unknown,7.0,may,566.0,2.0,-1.0,0.0,unknown,1
71.0,technician,married,tertiary,no,383.0,no,no,cellular,27.0,oct,327.0,2.0,183.0,3.0,success,1
27.0,technician,married,secondary,no,130.0,yes,no,cellular,7.0,may,265.0,3.0,-1.0,0.0,unknown,1
38.0,blue-collar,married,primary,no,2569.0,no,no,unknown,9.0,jun,172.0,1.0,-1.0,0.0,unknown,1
34.0,technician,single,secondary,no,201.0,no,no,cellular,22.0,jul,257.0,2.0,-1.0,0.0,unknown,1
54.0,retired,divorced,tertiary,no,0.0,no,no,unknown,13.0,may,618.0,1.0,-1.0,0.0,unknown,0
30.0,blue-collar,married,secondary,no,6.0,yes,no,cellular,28.0,jan,241.0,3.0,-1.0,0.0,unknown,1
35.0,entrepreneur,single,secondary,no,475.0,no,yes,cellular,21.0,jul,936.0,4.0,-1.0,0.0,unknown,1
33.0,blue-collar,single,secondary,no,706.0,yes,no,cellular,7.0,apr,329.0,1.0,322.0,1.0,failure,1
36.0,management,married,secondary,no,1825.0,yes,no,cellular,14.0,may,24.0,1.0,346.0,1.0,failure,1
59.0,self-employed,married,tertiary,no,185.0,no,no,cellular,22.0,jun,177.0,5.0,138.0,1.0,failure,1
72.0,blue-collar,married,primary,no,4415.0,no,no,telephone,13.0,oct,120.0,1.0,-1.0,0.0,unknown,1
64.0,management,married,tertiary,no,679.0,no,no,telephone,22.0,apr,135.0,3.0,-1.0,0.0,unknown,1
53.0,technician,divorced,secondary,no,320.0,no,no,cellular,9.0,jul,175.0,1.0,-1.0,0.0,unknown,1
35.0,management,single,tertiary,no,2988.0,yes,no,cellular,25.0,may,179.0,1.0,-1.0,0.0,unknown,1
58.0,self-employed,married,secondary,no,1407.0,yes,no,unknown,30.0,may,58.0,1.0,-1.0,0.0,unknown,1
40.0,technician,married,secondary,no,1270.0,no,no,cellular,17.0,apr,342.0,2.0,-1.0,0.0,unknown,1
41.0,services,divorced,secondary,no,654.0,yes,no,cellular,13.0,may,139.0,2.0,-1.0,0.0,unknown,1
48.0,retired,married,primary,no,5173.0,yes,no,unknown,18.0,jun,88.0,8.0,-1.0,0.0,unknown,1
44.0,entrepreneur,married,tertiary,no,3463.0,yes,yes,cellular,28.0,aug,210.0,3.0,-1.0,0.0,unknown,1
39.0,blue-collar,married,unknown,no,0.0,no,no,cellular,2.0,feb,731.0,1.0,193.0,3.0,failure,1
61.0,management,married,tertiary,no,6016.0,no,no,cellular,2.0,feb,670.0,3.0,-1.0,0.0,unknown,0
36.0,entrepreneur,married,primary,no,177.0,yes,no,unknown,12.0,may,63.0,5.0,-1.0,0.0,unknown,1
28.0,management,married,tertiary,no,3694.0,no,yes,cellular,8.0,jul,70.0,2.0,-1.0,0.0,unknown,1
58.0,retired,single,secondary,no,1640.0,no,yes,cellular,4.0,feb,72.0,6.0,274.0,4.0,failure,1
60.0,admin.,divorced,secondary,no,174.0,yes,no,cellular,15.0,may,241.0,1.0,364.0,1.0,failure,1
66.0,admin.,single,secondary,no,10177.0,no,no,cellular,5.0,may,272.0,4.0,-1.0,0.0,unknown,1
36.0,management,single,tertiary,no,490.0,no,no,cellular,28.0,aug,207.0,8.0,98.0,1.0,failure,0
49.0,self-employed,married,secondary,no,2576.0,yes,no,cellular,15.0,may,64.0,6.0,-1.0,0.0,unknown,1
40.0,services,married,secondary,no,0.0,no,no,unknown,12.0,jun,543.0,2.0,-1.0,0.0,unknown,1
23.0,technician,single,secondary,no,598.0,no,no,cellular,30.0,apr,166.0,1.0,-1.0,0.0,unknown,1
29.0,management,single,tertiary,no,15459.0,no,no,cellular,26.0,may,245.0,3.0,97.0,7.0,success,1
44.0,blue-collar,married,primary,no,271.0,yes,yes,unknown,9.0,may,94.0,1.0,-1.0,0.0,unknown,1
54.0,unknown,married,unknown,no,2508.0,no,no,unknown,20.0,jun,34.0,8.0,-1.0,0.0,unknown,1
47.0,blue-collar,married,primary,no,320.0,no,no,telephone,30.0,jul,203.0,2.0,-1.0,0.0,unknown,1
33.0,admin.,married,tertiary,no,640.0,no,no,cellular,24.0,jul,318.0,1.0,-1.0,0.0,unknown,1
30.0,self-employed,married,secondary,no,1772.0,yes,no,cellular,13.0,apr,158.0,4.0,-1.0,0.0,unknown,1
27.0,admin.,single,secondary,no,15.0,no,yes,cellular,21.0,jul,177.0,1.0,-1.0,0.0,unknown,1
49.0,management,divorced,tertiary,no,2370.0,yes,yes,unknown,17.0,nov,56.0,1.0,103.0,2.0,other,1
27.0,services,single,secondary,no,201.0,yes,no,unknown,4.0,jun,172.0,2.0,-1.0,0.0,unknown,1
51.0,blue-collar,married,secondary,no,160.0,yes,no,cellular,7.0,may,136.0,1.0,359.0,1.0,failure,1
32.0,admin.,divorced,secondary,yes,5.0,yes,yes,cellular,18.0,may,82.0,3.0,363.0,2.0,other,1
30.0,blue-collar,single,secondary,no,75.0,yes,no,unknown,16.0,may,123.0,1.0,-1.0,0.0,unknown,1
33.0,admin.,married,secondary,no,4902.0,yes,no,cellular,20.0,nov,110.0,1.0,-1.0,0.0,unknown,1
27.0,blue-collar,single,primary,no,-79.0,yes,no,unknown,30.0,may,385.0,5.0,-1.0,0.0,unknown,1
75.0,retired,divorced,secondary,no,1341.0,no,no,cellular,18.0,dec,415.0,7.0,-1.0,0.0,unknown,0
37.0,services,divorced,secondary,no,490.0,yes,no,cellular,2.0,feb,73.0,1.0,-1.0,0.0,unknown,1
36.0,technician,single,secondary,no,1521.0,yes,no,unknown,16.0,jun,243.0,2.0,-1.0,0.0,unknown,1
37.0,blue-collar,married,secondary,no,131.0,yes,no,unknown,9.0,may,137.0,2.0,-1.0,0.0,unknown,1
35.0,management,married,tertiary,no,8.0,yes,no,unknown,23.0,may,55.0,4.0,-1.0,0.0,unknown,1
32.0,services,married,secondary,no,-632.0,yes,yes,cellular,20.0,apr,18.0,5.0,-1.0,0.0,unknown,1
32.0,admin.,single,secondary,no,116.0,no,yes,cellular,16.0,jul,255.0,2.0,-1.0,0.0,unknown,1
35.0,admin.,married,primary,no,189.0,yes,no,cellular,11.0,may,95.0,1.0,-1.0,0.0,unknown,1
31.0,blue-collar,married,primary,no,2.0,yes,yes,cellular,10.0,jul,112.0,1.0,-1.0,0.0,unknown,1
28.0,blue-collar,single,secondary,no,4229.0,yes,yes,cellular,5.0,may,205.0,2.0,-1.0,0.0,unknown,1
27.0,services,married,secondary,no,54.0,yes,no,cellular,18.0,may,97.0,1.0,370.0,1.0,failure,1
22.0,student,single,unknown,no,549.0,no,no,cellular,2.0,sep,154.0,1.0,-1.0,0.0,unknown,1
35.0,blue-collar,married,primary,no,298.0,yes,no,cellular,13.0,may,135.0,2.0,370.0,2.0,failure,1
69.0,retired,married,primary,no,579.0,no,no,cellular,14.0,aug,230.0,1.0,-1.0,0.0,unknown,1
37.0,entrepreneur,single,tertiary,no,1467.0,yes,yes,cellular,17.0,nov,349.0,1.0,-1.0,0.0,unknown,1
45.0,admin.,single,secondary,no,0.0,yes,no,cellular,8.0,may,38.0,1.0,-1.0,0.0,unknown,1
47.0,management,married,tertiary,no,109.0,yes,no,cellular,22.0,jul,268.0,1.0,-1.0,0.0,unknown,1
52.0,management,married,tertiary,no,-11.0,yes,no,cellular,11.0,may,94.0,4.0,-1.0,0.0,unknown,1
33.0,services,married,secondary,no,90.0,yes,no,cellular,28.0,jul,263.0,2.0,-1.0,0.0,unknown,1
60.0,blue-collar,married,primary,no,493.0,no,no,cellular,18.0,aug,671.0,4.0,-1.0,0.0,unknown,0
33.0,management,divorced,secondary,no,1897.0,yes,yes,unknown,2.0,jun,197.0,1.0,-1.0,0.0,unknown,1
44.0,admin.,married,secondary,no,2403.0,yes,no,cellular,28.0,jan,180.0,2.0,-1.0,0.0,unknown,1
38.0,entrepreneur,married,secondary,no,868.0,no,no,cellular,20.0,nov,452.0,2.0,-1.0,0.0,unknown,1
54.0,entrepreneur,married,secondary,no,653.0,yes,no,unknown,15.0,may,352.0,1.0,-1.0,0.0,unknown,1
32.0,unemployed,divorced,primary,no,0.0,no,no,cellular,15.0,jul,175.0,4.0,-1.0,0.0,unknown,1
33.0,technician,married,secondary,no,0.0,yes,yes,cellular,19.0,nov,163.0,2.0,-1.0,0.0,unknown,1
55.0,services,divorced,secondary,no,218.0,yes,no,unknown,29.0,may,200.0,2.0,-1.0,0.0,unknown,1
51.0,blue-collar,married,primary,no,5050.0,no,yes,unknown,16.0,jun,75.0,7.0,-1.0,0.0,unknown,1
48.0,blue-collar,married,secondary,no,741.0,yes,no,cellular,16.0,apr,227.0,1.0,-1.0,0.0,unknown,1
37.0,services,single,secondary,no,1050.0,yes,no,cellular,3.0,feb,586.0,3.0,-1.0,0.0,unknown,1
