V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,class
3.44,54280.0,34.5,2.33,53564.0,0.168,79.3,68.0,4.66,5.6,51.5,v1,0.49,50.8,6969.0,746.0,0.644,4.42,0.14,577.0,32.7,0.39,0.74,77.2,7.03,0.277,0.596,0.86,9.55,0.3,v1,50.5,0.55,25.7,65.1,0.68,22046.0,6.37,0.778,v3,0
3.32,45940.0,16.0,2.06,45989.0,0.315,71.9,70.0,4.31,5.2,54.8,v1,0.731,97.1,6914.0,807.0,0.725,6.09,0.6,783.0,31.6,0.29,1.11,76.6,8.53,0.242,0.622,0.56,9.15,0.3,v1,61.7,0.47,19.5,54.9,0.7,60965.0,7.38,0.753,v3,1
2.6,55030.0,11.6,1.85,23745.0,0.166,79.8,80.0,4.66,8.0,55.5,v1,0.604,81.1,4239.0,742.0,0.69,6.29,0.45,465.0,24.4,0.45,1.42,70.0,6.82,0.455,0.361,0.93,8.47,0.34,v1,54.9,0.43,19.0,71.7,0.43,45715.0,6.93,0.776,v3,1
3.61,48339.0,51.2,2.21,26630.0,0.293,84.9,59.0,4.69,6.8,52.2,v2,0.688,78.8,6182.0,804.0,0.626,6.14,0.4,596.0,34.1,0.25,0.86,95.3,7.38,0.465,0.622,0.9,9.13,0.53,v1,56.7,0.6,67.1,65.2,0.82,46822.0,8.25,0.734,v3,0
2.09,55279.0,51.2,2.01,36912.0,0.167,71.3,88.0,4.7,5.2,50.2,v1,0.689,82.4,6956.0,795.0,0.649,4.08,0.13,822.0,33.6,0.24,0.85,79.6,6.98,0.699,0.347,0.55,8.82,0.27,v2,50.3,0.34,87.7,62.2,0.82,58184.0,6.82,0.754,v3,0
3.72,53127.0,28.2,0.81,18975.0,0.156,74.0,70.0,4.53,5.2,51.7,v1,0.565,87.4,4202.0,804.0,0.255,5.89,0.44,485.0,23.9,0.46,2.13,75.7,8.29,0.177,0.369,0.86,8.65,0.62,v1,59.6,0.54,27.7,61.0,0.67,53822.0,7.11,0.741,v1,0
3.32,55133.0,25.9,2.78,58064.0,0.498,73.9,69.0,4.59,8.7,52.9,v1,0.635,78.7,4889.0,760.0,0.649,6.29,0.48,290.0,29.3,0.46,1.23,94.2,6.92,0.56,0.486,0.56,9.74,0.5,v2,60.3,0.41,88.1,64.9,0.77,25795.0,7.63,0.755,v1,0
2.86,47998.0,39.3,1.96,86851.0,0.316,77.7,83.0,4.36,8.6,50.2,v2,0.864,49.5,6731.0,751.0,0.649,6.2,0.41,595.0,25.8,0.22,3.83,85.9,6.72,0.511,0.517,0.62,9.11,0.34,v2,47.9,0.42,69.5,71.4,0.89,57498.0,7.31,0.799,v2,0
3.3,52881.0,27.9,1.62,24224.0,0.315,74.3,90.0,4.64,9.0,52.6,v1,0.644,94.2,4809.0,810.0,0.612,3.19,0.37,528.0,24.3,0.45,2.38,87.2,7.01,0.186,0.443,0.71,9.35,0.21,v2,51.0,0.38,37.5,55.8,0.49,79261.0,7.03,0.695,v2,1
3.5,46692.0,35.8,2.12,58573.0,0.317,78.4,80.0,4.5,6.0,52.4,v1,0.537,80.1,4692.0,806.0,0.247,3.94,0.68,650.0,28.7,0.43,0.38,72.3,7.9,0.226,0.614,0.4,9.05,0.6,v1,59.4,0.51,71.5,55.6,0.24,53251.0,6.38,0.708,v3,0
1.26,54478.0,43.6,2.05,39090.0,0.17,73.3,78.0,4.51,3.4,54.6,v1,0.671,92.7,7204.0,783.0,0.425,5.45,0.16,768.0,29.8,0.18,2.35,93.1,7.0,0.225,0.561,0.55,9.04,0.29,v1,51.8,0.38,22.6,65.1,0.64,27078.0,7.03,0.697,v1,1
3.51,51475.0,42.8,1.83,19016.0,0.157,72.8,54.0,4.51,7.0,50.3,v2,0.863,55.4,7236.0,794.0,0.712,6.08,0.57,600.0,27.1,0.45,1.24,83.7,7.04,0.809,0.568,0.77,9.59,0.27,v1,61.2,0.43,67.3,60.0,0.72,44963.0,7.12,0.744,v1,0
3.62,46322.0,38.0,1.93,59603.0,0.26,75.0,54.0,4.27,7.0,50.7,v2,0.645,78.0,6183.0,744.0,0.253,6.06,0.71,604.0,26.5,0.45,0.99,78.5,7.25,0.78,0.343,0.66,9.11,0.25,v1,59.0,0.42,19.4,72.9,0.58,84471.0,7.34,0.702,v1,0
3.65,53056.0,20.7,2.73,59093.0,0.386,78.1,88.0,4.25,9.0,52.1,v2,0.816,41.5,5391.0,799.0,0.649,4.27,0.51,821.0,33.2,0.29,0.42,81.9,7.06,0.232,0.578,0.92,9.1,0.36,v1,56.1,0.34,72.7,72.7,0.64,76786.0,7.56,0.729,v3,1
2.71,53287.0,13.2,1.85,28318.0,0.17,79.6,55.0,4.57,8.9,51.9,v1,0.648,82.0,4969.0,762.0,0.675,5.03,0.68,794.0,24.7,0.27,1.22,84.1,7.05,0.211,0.348,0.86,9.23,0.62,v1,60.7,0.4,70.8,60.7,0.54,65858.0,7.62,0.722,v1,1
3.08,46639.0,50.2,3.31,77549.0,0.156,83.2,91.0,4.68,3.7,51.5,v2,0.863,80.2,5773.0,764.0,0.498,4.98,0.65,755.0,29.7,0.47,2.96,92.6,7.06,0.488,0.483,0.53,9.15,0.6,v1,61.5,0.42,70.6,63.4,0.44,75419.0,8.41,0.711,v2,0
3.43,54685.0,51.0,0.58,59372.0,0.164,79.3,93.0,4.58,7.7,51.4,v1,0.69,98.6,6811.0,801.0,0.273,3.95,0.2,604.0,27.8,0.24,1.78,96.7,6.71,0.788,0.472,0.98,9.86,0.45,v1,54.9,0.43,60.9,59.4,0.75,24741.0,6.8,0.758,v2,1
3.7,53311.0,39.6,1.83,86996.0,0.161,82.3,51.0,4.66,9.3,55.7,v1,0.69,48.2,4281.0,773.0,0.773,6.22,0.73,600.0,26.9,0.27,3.76,75.5,6.88,0.126,0.428,0.46,9.28,0.36,v1,56.9,0.38,21.3,65.1,0.68,15590.0,8.53,0.813,v2,1
2.62,55589.0,16.1,1.49,55121.0,0.321,72.5,93.0,4.65,6.1,50.6,v1,0.625,97.5,5095.0,761.0,0.336,6.14,0.13,240.0,26.0,0.32,0.91,79.8,7.05,0.186,0.621,0.74,9.11,0.39,v2,56.2,0.37,59.7,70.2,0.24,61665.0,7.1,0.789,v3,0
3.46,54867.0,39.6,1.6,24459.0,0.153,78.4,72.0,4.45,9.0,53.0,v2,0.672,92.4,4642.0,752.0,0.645,4.66,0.68,819.0,33.7,0.45,2.23,95.1,8.15,0.361,0.326,0.58,9.78,0.39,v1,51.9,0.41,60.8,69.7,0.64,17537.0,6.91,0.829,v2,1
3.84,52238.0,27.8,1.84,20489.0,0.316,79.0,89.0,4.6,4.1,53.9,v1,0.695,81.5,7225.0,796.0,0.638,4.94,0.13,339.0,25.6,0.37,2.5,76.8,7.76,0.247,0.573,0.89,9.13,0.22,v2,57.4,0.35,45.1,57.3,0.65,74740.0,7.05,0.762,v3,1
1.82,46516.0,28.8,2.08,40212.0,0.167,76.5,57.0,4.56,8.7,55.5,v2,0.68,90.9,6303.0,810.0,0.624,5.92,0.68,678.0,24.5,0.46,1.26,96.7,8.15,0.246,0.594,0.84,9.07,0.4,v2,55.1,0.41,61.7,57.8,0.63,58066.0,6.59,0.748,v3,1
2.8,46956.0,51.1,2.1,23909.0,0.15,79.3,89.0,4.45,6.9,52.9,v2,0.863,78.9,5307.0,764.0,0.468,6.23,0.19,724.0,27.8,0.35,2.91,88.7,6.84,0.909,0.379,0.87,9.11,0.54,v1,55.9,0.42,60.0,64.2,0.56,63049.0,7.27,0.737,v2,1
1.46,46505.0,39.9,2.86,90289.0,0.315,78.6,83.0,4.24,9.0,51.6,v2,0.651,84.4,5353.0,773.0,0.273,5.91,0.33,819.0,27.6,0.26,0.71,89.9,6.94,0.905,0.492,0.71,9.87,0.24,v2,61.3,0.39,65.7,58.2,0.56,37547.0,7.9,0.746,v2,0
2.36,51955.0,38.1,1.87,53881.0,0.315,76.4,72.0,4.65,8.9,51.5,v2,0.685,79.7,5541.0,782.0,0.683,6.05,0.39,228.0,26.6,0.42,3.09,95.9,6.92,0.133,0.618,0.48,9.11,0.25,v2,51.5,0.43,25.9,63.7,0.25,16788.0,6.34,0.739,v1,1
3.78,46523.0,30.4,1.85,24425.0,0.164,72.7,87.0,4.44,6.0,51.9,v2,0.863,84.5,6230.0,777.0,0.424,3.67,0.45,352.0,24.8,0.35,1.56,79.8,6.93,0.292,0.594,0.79,9.04,0.27,v2,51.3,0.39,75.4,60.5,0.61,55147.0,7.26,0.813,v2,0
2.5,53440.0,26.2,2.3,23455.0,0.238,79.7,71.0,4.62,6.5,54.4,v2,0.688,98.2,5121.0,769.0,0.247,6.36,0.57,278.0,24.9,0.17,3.92,79.0,6.99,0.691,0.49,0.91,9.25,0.62,v1,60.0,0.39,80.8,60.4,0.79,20180.0,8.14,0.739,v2,0
3.29,53279.0,43.4,0.87,45208.0,0.436,79.3,73.0,4.41,6.4,50.2,v2,0.848,74.5,7116.0,782.0,0.647,4.1,0.36,448.0,24.2,0.23,2.43,68.3,8.29,0.523,0.456,0.46,8.27,0.45,v2,61.5,0.42,73.0,72.6,0.55,20954.0,7.26,0.745,v2,0
3.53,48352.0,36.1,1.85,21145.0,0.169,77.8,68.0,4.51,8.8,53.5,v1,0.649,59.9,4905.0,760.0,0.8,5.99,0.54,818.0,25.4,0.45,1.71,72.4,6.73,0.122,0.516,0.4,9.33,0.48,v1,60.0,0.44,77.1,63.6,0.35,17734.0,8.35,0.805,v3,0
3.34,54257.0,13.9,2.2,59244.0,0.164,71.6,59.0,4.65,8.0,51.3,v1,0.661,79.4,5296.0,806.0,0.622,6.16,0.68,811.0,33.8,0.16,4.17,93.7,7.0,0.132,0.542,0.87,9.3,0.43,v1,61.8,0.42,83.4,59.5,0.34,58527.0,8.1,0.826,v2,0
1.57,48226.0,51.0,2.86,42082.0,0.15,77.5,93.0,4.5,8.5,50.2,v1,0.578,80.8,5568.0,771.0,0.609,3.23,0.62,815.0,32.2,0.46,1.46,75.5,7.01,0.152,0.62,0.6,8.89,0.58,v1,57.0,0.37,60.0,61.7,0.42,53851.0,7.58,0.75,v2,0
2.54,55308.0,42.0,2.03,40124.0,0.315,79.3,59.0,4.69,9.1,50.2,v1,0.863,80.5,4258.0,751.0,0.762,6.11,0.13,762.0,24.3,0.46,1.13,77.7,7.19,0.187,0.583,0.66,9.42,0.61,v2,50.3,0.42,41.2,71.6,0.41,53747.0,7.47,0.777,v3,0
2.75,47630.0,45.3,1.92,86256.0,0.498,71.8,55.0,4.69,6.0,50.3,v2,0.686,81.6,4653.0,741.0,0.277,6.31,0.19,818.0,26.0,0.25,0.89,74.3,6.97,0.218,0.626,0.91,9.23,0.22,v2,50.2,0.56,52.4,68.5,0.19,46221.0,7.61,0.708,v1,0
1.8,46261.0,39.6,1.01,19985.0,0.496,75.6,75.0,4.69,6.8,50.2,v1,0.636,82.3,7449.0,764.0,0.771,6.26,0.17,820.0,24.7,0.47,0.7,82.6,6.93,0.655,0.34,0.94,9.1,0.36,v1,46.9,0.61,29.1,63.5,0.51,22332.0,7.17,0.682,v1,0
3.42,50340.0,14.2,2.52,57277.0,0.169,79.1,93.0,4.33,7.3,50.7,v1,0.789,53.4,5356.0,795.0,0.47,6.27,0.32,595.0,32.4,0.3,1.21,78.2,7.09,0.249,0.373,0.95,9.07,0.6,v2,48.3,0.56,21.5,72.7,0.32,57248.0,6.59,0.695,v1,0
3.38,49988.0,25.3,0.42,24266.0,0.495,74.1,89.0,4.59,5.0,50.2,v1,0.678,76.6,5909.0,806.0,0.61,6.11,0.16,813.0,27.6,0.23,1.92,87.1,7.05,0.139,0.347,0.87,9.72,0.43,v2,58.4,0.47,59.5,64.0,0.64,37257.0,6.5,0.766,v1,0
3.7,55326.0,44.7,1.77,19410.0,0.169,81.7,60.0,4.65,6.4,50.3,v2,0.684,84.1,4204.0,803.0,0.645,6.12,0.24,305.0,30.2,0.31,1.38,98.6,8.48,0.596,0.621,0.49,9.05,0.25,v1,61.4,0.39,18.5,55.1,0.72,51292.0,8.29,0.748,v1,0
3.4,49769.0,38.6,3.3,73198.0,0.267,78.9,70.0,4.66,5.3,52.6,v2,0.625,47.3,6286.0,752.0,0.644,6.06,0.41,580.0,26.3,0.28,3.31,86.7,7.06,0.275,0.599,0.9,9.1,0.46,v2,52.9,0.42,59.8,66.4,0.78,56915.0,6.59,0.685,v1,1
3.59,47157.0,51.1,1.83,22689.0,0.315,78.3,55.0,4.27,6.2,51.1,v2,0.645,97.3,7006.0,751.0,0.38,5.71,0.17,749.0,26.6,0.29,2.0,89.6,7.82,0.192,0.414,0.98,9.73,0.23,v2,53.4,0.37,82.8,64.4,0.74,17298.0,7.48,0.752,v2,0
2.58,53689.0,41.3,2.53,91159.0,0.168,77.7,87.0,4.26,7.2,55.7,v1,0.685,91.3,4165.0,807.0,0.603,5.81,0.28,598.0,24.8,0.21,3.67,86.7,7.04,0.165,0.363,0.49,9.33,0.43,v2,48.5,0.55,88.1,71.1,0.63,74334.0,7.11,0.843,v2,0
3.66,53450.0,51.2,2.0,59497.0,0.145,77.9,93.0,4.37,8.1,52.3,v1,0.659,75.6,5988.0,745.0,0.847,3.43,0.34,647.0,28.0,0.32,3.25,81.7,7.35,0.885,0.622,0.39,9.59,0.21,v1,55.1,0.45,74.6,56.2,0.31,66448.0,7.15,0.819,v2,0
3.44,54135.0,30.6,2.28,55133.0,0.155,82.2,94.0,4.66,3.7,50.2,v2,0.639,81.2,5827.0,750.0,0.647,5.98,0.68,814.0,26.0,0.18,3.99,89.3,8.55,0.478,0.447,0.98,8.48,0.41,v1,61.8,0.56,69.1,72.6,0.83,53058.0,6.32,0.728,v3,0
3.65,51922.0,40.0,2.9,59756.0,0.495,75.7,92.0,4.49,9.5,52.5,v1,0.644,50.7,6159.0,785.0,0.433,3.95,0.51,793.0,32.9,0.24,3.29,83.8,7.74,0.168,0.615,0.85,9.12,0.49,v2,46.9,0.46,19.0,71.5,0.5,26388.0,6.31,0.732,v3,0
3.81,48873.0,39.8,2.76,29394.0,0.315,72.8,80.0,4.59,8.5,50.2,v1,0.64,75.3,4515.0,761.0,0.597,6.17,0.73,791.0,26.6,0.4,1.16,72.5,8.37,0.109,0.619,0.88,9.06,0.62,v1,59.0,0.34,69.9,70.4,0.89,81155.0,6.58,0.744,v3,0
2.22,47795.0,20.9,0.86,18935.0,0.495,81.4,65.0,4.24,8.4,51.6,v2,0.608,81.9,7058.0,804.0,0.879,3.05,0.5,595.0,27.5,0.23,1.93,95.5,7.24,0.851,0.444,0.64,8.24,0.29,v1,50.9,0.45,47.2,60.2,0.82,55399.0,7.67,0.808,v1,1
3.72,50891.0,37.4,1.9,66085.0,0.316,71.7,60.0,4.36,8.8,50.2,v1,0.655,73.5,7234.0,805.0,0.595,4.41,0.46,652.0,33.7,0.15,1.18,82.4,7.39,0.579,0.369,0.81,9.03,0.62,v1,56.2,0.56,23.7,57.8,0.46,39814.0,7.07,0.832,v3,0
1.92,49851.0,51.2,3.31,25834.0,0.307,76.9,94.0,4.6,6.2,54.9,v2,0.593,95.4,6643.0,742.0,0.612,6.22,0.64,595.0,29.1,0.26,1.57,81.8,6.82,0.734,0.329,0.83,9.48,0.34,v1,53.6,0.5,26.1,70.2,0.34,50470.0,8.21,0.757,v1,0
3.71,46978.0,27.9,2.09,67716.0,0.156,79.5,68.0,4.65,8.5,52.4,v1,0.864,87.4,5388.0,771.0,0.614,6.22,0.7,792.0,33.6,0.2,2.14,82.7,7.04,0.368,0.605,0.84,9.13,0.32,v1,58.4,0.53,21.3,71.0,0.27,27057.0,6.65,0.791,v3,0
1.31,52419.0,38.2,2.48,39944.0,0.184,76.1,90.0,4.65,8.6,54.6,v2,0.65,91.3,5610.0,788.0,0.291,6.14,0.36,763.0,26.5,0.32,0.89,79.2,6.96,0.127,0.462,0.88,9.8,0.25,v2,48.2,0.34,62.3,54.9,0.82,34408.0,7.2,0.713,v2,0
3.76,54857.0,45.0,3.23,24473.0,0.495,72.6,87.0,4.69,5.2,50.2,v2,0.608,97.7,4319.0,809.0,0.643,4.22,0.16,699.0,26.5,0.22,1.99,85.0,6.8,0.456,0.605,0.98,9.05,0.36,v1,59.1,0.38,21.2,64.0,0.51,50190.0,7.02,0.739,v1,0
3.32,53865.0,39.4,1.84,86180.0,0.315,77.8,85.0,4.54,5.2,50.7,v2,0.854,76.0,5905.0,809.0,0.451,3.84,0.71,472.0,26.2,0.21,1.51,96.4,6.78,0.656,0.432,0.41,9.1,0.57,v2,61.1,0.62,24.8,72.4,0.64,42956.0,7.23,0.83,v2,0
3.82,48981.0,16.6,0.69,58154.0,0.163,77.6,52.0,4.62,9.5,52.4,v2,0.538,76.3,4832.0,743.0,0.713,3.3,0.42,766.0,24.2,0.17,2.96,73.4,6.99,0.119,0.337,0.79,9.86,0.52,v2,58.6,0.45,19.1,71.2,0.64,42580.0,7.18,0.739,v2,0
3.86,53203.0,21.9,1.83,55525.0,0.333,72.6,72.0,4.24,7.4,53.6,v1,0.683,75.8,5199.0,744.0,0.662,6.16,0.65,595.0,26.2,0.34,2.24,90.9,7.01,0.643,0.591,0.79,9.26,0.3,v2,48.6,0.45,25.1,61.2,0.83,42733.0,7.32,0.83,v2,0
2.79,51992.0,34.2,1.6,86976.0,0.145,76.2,77.0,4.4,3.6,53.9,v1,0.69,90.4,7454.0,809.0,0.585,6.19,0.39,651.0,30.8,0.4,2.89,82.7,7.06,0.212,0.357,0.7,8.85,0.24,v2,59.6,0.45,24.3,64.9,0.3,47221.0,7.15,0.707,v1,0
3.3,51055.0,25.8,0.69,32755.0,0.286,79.6,61.0,4.37,5.7,52.8,v2,0.864,98.5,5133.0,783.0,0.266,3.09,0.59,767.0,32.1,0.25,1.14,73.3,7.42,0.28,0.593,0.86,9.08,0.44,v2,59.0,0.35,18.7,70.0,0.63,53749.0,8.38,0.825,v3,1
2.87,53273.0,51.2,2.55,24184.0,0.166,78.5,72.0,4.56,6.4,52.6,v2,0.66,70.2,6518.0,762.0,0.713,6.28,0.69,609.0,25.6,0.45,2.79,75.1,8.17,0.265,0.356,0.87,9.79,0.21,v2,47.6,0.44,18.0,58.9,0.31,49735.0,6.58,0.751,v1,0
1.49,53247.0,43.7,1.91,85731.0,0.425,77.5,67.0,4.44,6.2,52.1,v2,0.648,80.8,7364.0,762.0,0.311,6.01,0.69,675.0,29.6,0.15,3.17,79.0,8.13,0.252,0.344,0.56,9.43,0.32,v1,60.0,0.41,64.3,70.7,0.2,46759.0,6.58,0.804,v3,0
1.22,55031.0,47.2,0.75,48127.0,0.165,77.4,73.0,4.46,4.4,52.5,v2,0.681,83.5,6759.0,741.0,0.65,6.09,0.73,470.0,25.2,0.31,2.03,98.4,6.9,0.112,0.445,0.6,8.79,0.26,v1,48.1,0.44,74.0,55.8,0.23,23652.0,7.09,0.684,v3,0
1.21,53380.0,39.9,2.03,89773.0,0.152,71.4,93.0,4.69,7.5,50.2,v2,0.723,59.8,4204.0,804.0,0.367,4.15,0.22,817.0,30.7,0.46,2.12,76.0,7.58,0.649,0.371,0.79,9.06,0.31,v2,54.2,0.38,25.1,70.0,0.19,76324.0,7.29,0.741,v3,0
3.72,55708.0,16.6,2.05,31758.0,0.496,79.1,71.0,4.67,8.3,55.1,v1,0.638,89.3,7391.0,760.0,0.681,5.97,0.17,316.0,24.0,0.26,1.45,97.3,6.99,0.211,0.623,0.92,9.13,0.26,v2,59.3,0.42,59.8,59.8,0.45,23521.0,7.35,0.825,v2,0
3.24,55606.0,46.9,0.36,23940.0,0.282,79.3,82.0,4.59,7.9,52.7,v1,0.645,81.5,6387.0,749.0,0.472,4.98,0.57,811.0,32.7,0.28,3.08,80.1,8.14,0.876,0.348,0.71,9.08,0.62,v2,51.0,0.43,88.3,59.2,0.69,18681.0,6.59,0.764,v2,0
2.14,52719.0,51.3,1.97,21097.0,0.257,71.0,92.0,4.66,8.1,50.2,v1,0.683,83.3,6407.0,775.0,0.594,4.4,0.6,813.0,27.1,0.45,1.03,83.7,8.61,0.849,0.552,0.5,9.33,0.31,v2,50.1,0.48,62.0,63.9,0.64,17342.0,6.86,0.724,v3,1
1.97,51339.0,51.3,2.91,62836.0,0.315,79.0,93.0,4.38,5.9,50.3,v1,0.673,95.6,7392.0,745.0,0.643,6.15,0.37,336.0,29.9,0.43,4.15,76.9,7.05,0.195,0.613,0.97,9.09,0.26,v1,60.3,0.45,56.5,70.9,0.53,23566.0,6.58,0.732,v1,0
3.5,54414.0,20.8,1.93,59269.0,0.152,75.0,69.0,4.49,7.6,50.2,v1,0.692,80.4,4374.0,805.0,0.275,5.55,0.63,732.0,29.6,0.46,1.96,72.1,6.98,0.524,0.617,0.96,9.07,0.47,v2,62.0,0.55,59.7,57.0,0.88,54642.0,7.29,0.723,v1,0
3.88,47826.0,44.1,1.84,34819.0,0.354,77.7,83.0,4.67,8.7,50.8,v2,0.645,97.4,6062.0,764.0,0.472,6.22,0.68,818.0,31.9,0.42,1.31,97.2,6.71,0.234,0.361,0.85,8.83,0.24,v1,61.5,0.49,21.8,65.7,0.76,15359.0,8.13,0.812,v2,0
3.57,55336.0,20.7,1.68,57886.0,0.316,77.2,70.0,4.56,7.1,52.9,v2,0.656,98.2,7325.0,763.0,0.401,3.88,0.4,610.0,32.2,0.46,0.57,80.9,6.88,0.278,0.357,0.72,9.29,0.55,v1,53.8,0.38,52.4,64.3,0.52,82138.0,6.95,0.786,v1,0
3.23,53916.0,38.4,1.83,22964.0,0.459,77.4,72.0,4.49,5.6,52.7,v1,0.488,76.0,6363.0,745.0,0.387,4.76,0.5,369.0,24.4,0.29,1.01,74.1,7.06,0.217,0.618,0.79,9.08,0.34,v1,60.9,0.44,78.9,55.7,0.27,51995.0,8.22,0.76,v1,0
3.82,52275.0,38.5,2.2,91321.0,0.149,74.3,85.0,4.32,4.8,50.4,v1,0.775,62.6,5046.0,807.0,0.65,6.25,0.36,821.0,28.2,0.17,0.53,71.6,8.14,0.852,0.325,0.71,9.24,0.29,v1,57.8,0.63,22.8,70.4,0.57,56338.0,6.36,0.729,v3,0
3.47,51471.0,43.8,1.84,82092.0,0.245,82.9,94.0,4.28,6.3,51.9,v1,0.696,98.7,4563.0,806.0,0.487,5.31,0.14,330.0,30.5,0.29,1.3,78.9,7.97,0.122,0.479,0.92,9.17,0.61,v2,52.0,0.45,60.1,55.9,0.29,58063.0,7.19,0.751,v2,0
2.42,55373.0,13.5,2.41,72777.0,0.496,78.3,70.0,4.24,4.3,52.7,v2,0.864,80.4,6490.0,749.0,0.604,6.15,0.15,823.0,26.4,0.26,0.54,82.2,7.93,0.168,0.332,0.93,9.49,0.33,v2,59.7,0.46,60.1,72.7,0.25,16748.0,7.59,0.725,v3,0
1.76,53296.0,48.1,3.05,22405.0,0.316,74.5,68.0,4.64,5.9,51.5,v2,0.863,79.1,4761.0,759.0,0.764,4.03,0.68,609.0,24.1,0.24,0.39,96.3,7.06,0.189,0.624,0.96,9.4,0.61,v2,59.5,0.37,69.0,56.3,0.6,23108.0,7.48,0.772,v2,0
2.3,46526.0,51.0,1.83,56224.0,0.186,74.3,94.0,4.53,9.1,51.5,v1,0.671,95.2,4470.0,806.0,0.645,6.34,0.26,813.0,23.9,0.29,2.27,78.9,6.74,0.687,0.616,0.97,9.23,0.27,v2,61.4,0.36,24.9,72.8,0.32,59464.0,7.64,0.769,v2,0
2.22,48980.0,37.0,1.18,79156.0,0.169,81.9,51.0,4.56,5.1,52.3,v1,0.671,86.0,7112.0,750.0,0.833,4.76,0.61,357.0,33.8,0.28,2.39,68.9,8.05,0.125,0.624,0.65,9.04,0.27,v1,59.7,0.6,27.4,55.0,0.84,79322.0,7.19,0.832,v2,0
3.64,52936.0,13.0,0.64,58063.0,0.497,72.6,82.0,4.33,6.0,50.6,v1,0.646,95.7,5179.0,761.0,0.647,3.13,0.41,812.0,25.5,0.22,2.59,81.2,6.74,0.172,0.624,0.5,9.06,0.52,v1,60.4,0.43,31.3,58.2,0.89,14531.0,7.58,0.787,v1,0
1.79,49937.0,28.5,2.06,49261.0,0.476,78.0,69.0,4.48,7.8,53.1,v2,0.69,97.7,4377.0,803.0,0.567,4.07,0.36,599.0,26.4,0.35,4.13,90.1,6.81,0.844,0.617,0.46,9.01,0.34,v2,61.6,0.34,74.2,70.3,0.86,48351.0,6.72,0.701,v2,0
1.85,46616.0,32.3,2.55,87391.0,0.168,72.0,70.0,4.33,3.4,51.2,v2,0.678,77.1,5136.0,807.0,0.644,6.31,0.57,307.0,29.7,0.45,1.25,94.3,7.18,0.28,0.449,0.8,9.65,0.62,v2,58.6,0.49,59.8,59.4,0.31,71065.0,7.45,0.761,v2,0
3.51,55169.0,39.6,2.03,24141.0,0.165,76.1,87.0,4.7,9.0,51.7,v2,0.593,95.2,6029.0,756.0,0.328,5.59,0.39,680.0,30.5,0.23,0.84,79.0,6.71,0.234,0.459,0.97,9.38,0.35,v2,54.6,0.44,19.6,58.6,0.54,45997.0,6.58,0.693,v1,0
1.81,54001.0,11.9,0.79,49714.0,0.497,78.8,66.0,4.65,6.2,50.2,v2,0.71,74.8,4803.0,751.0,0.648,5.42,0.55,237.0,34.1,0.22,3.83,83.0,7.37,0.462,0.475,0.45,9.1,0.3,v2,51.7,0.37,19.6,72.8,0.25,23363.0,7.62,0.748,v1,1
1.65,52170.0,25.1,2.91,25280.0,0.354,79.5,93.0,4.63,8.5,52.4,v1,0.685,77.3,6311.0,760.0,0.642,6.2,0.14,427.0,32.2,0.15,0.45,93.0,7.26,0.133,0.44,0.68,9.1,0.6,v2,59.9,0.63,62.4,62.3,0.47,57366.0,6.39,0.772,v3,0
3.51,49438.0,51.1,0.54,87524.0,0.316,77.6,91.0,4.55,5.1,50.2,v1,0.712,56.0,4780.0,752.0,0.251,6.37,0.37,608.0,26.3,0.28,2.56,87.4,7.01,0.234,0.328,0.76,9.12,0.62,v1,48.3,0.53,68.3,60.0,0.8,37916.0,7.53,0.776,v2,1
3.84,56366.0,40.0,2.82,21334.0,0.497,75.5,93.0,4.69,7.9,51.2,v1,0.568,97.6,4813.0,740.0,0.642,6.26,0.71,315.0,30.4,0.46,2.16,80.8,7.0,0.494,0.529,0.66,9.05,0.25,v1,50.4,0.4,27.1,72.5,0.35,36209.0,6.81,0.788,v3,0
3.46,53366.0,35.5,2.37,60249.0,0.316,76.7,68.0,4.27,5.1,50.3,v2,0.674,99.0,4303.0,758.0,0.644,3.13,0.42,818.0,34.7,0.45,3.86,83.0,8.67,0.222,0.626,0.96,9.56,0.43,v2,51.2,0.37,21.7,60.4,0.83,72601.0,7.08,0.85,v1,0
3.36,51031.0,49.6,2.03,59016.0,0.167,73.5,71.0,4.27,9.2,52.3,v2,0.67,81.1,6235.0,769.0,0.401,6.09,0.55,651.0,27.3,0.33,2.7,91.2,7.51,0.704,0.529,0.6,9.53,0.47,v1,60.2,0.45,21.0,58.4,0.63,26515.0,6.28,0.708,v3,0
2.47,55746.0,13.8,1.83,24463.0,0.168,81.0,89.0,4.64,4.2,50.9,v1,0.647,81.3,6953.0,759.0,0.649,5.4,0.72,563.0,30.0,0.16,2.31,68.9,7.5,0.151,0.473,0.87,9.36,0.28,v2,53.4,0.42,86.0,71.4,0.79,36108.0,7.51,0.839,v3,0
2.37,51724.0,40.4,2.38,90547.0,0.431,77.0,70.0,4.42,8.1,54.9,v1,0.486,98.7,5193.0,786.0,0.642,4.74,0.64,459.0,29.7,0.18,3.99,91.6,7.01,0.178,0.612,0.93,9.59,0.21,v2,60.9,0.42,21.8,65.2,0.36,54923.0,6.59,0.702,v1,0
